image,width,height,label,xmin,ymin,xmax,ymax
A01_F03_C074_C_211112_1003_20S_000002.028.jpg,1920,1080,1,589.8059455,619.2857143,867.2625929,944.3063584
A01_F03_C074_C_211112_1003_20S_000002.030.jpg,1920,1080,1,616.758877,617.7002477,868.8480595,944.3063584
A01_F03_C074_C_211112_1003_20S_000003.002.jpg,1920,1080,1,580.2931462,620.8711808,865.6771263,942.7208918
A01_F03_C074_C_211112_1003_20S_000003.003.jpg,1920,1080,1,583.4640793,617.7002477,865.6771263,941.1354253
A01_F03_C074_C_211112_1003_20S_000003.004.jpg,1920,1080,1,583.4640793,616.1147812,864.0916598,939.5499587
A01_F03_C074_C_211112_1003_20S_000003.005.jpg,1920,1080,1,588.2204789,611.3583815,862.5061932,941.1354253
A01_F03_C074_C_211112_1003_20S_000003.006.jpg,1920,1080,1,591.3914121,612.9438481,867.2625929,941.1354253
A01_F03_C074_C_211112_1003_20S_000003.008.jpg,1920,1080,1,586.6350124,619.2857143,865.6771263,944.3063584
A01_F03_C074_C_211112_1003_20S_000003.009.jpg,1920,1080,1,586.6350124,627.2130471,867.2625929,942.7208918
A01_F03_C074_C_211112_1003_20S_000003.010.jpg,1920,1080,1,592.9768786,616.1147812,868.8480595,945.8918249
A01_F03_C074_C_211112_1003_20S_000003.011.jpg,1920,1080,1,591.3914121,614.5293146,860.9207267,944.3063584
A01_F03_C074_C_211112_1003_20S_000003.012.jpg,1920,1080,1,591.3914121,620.8711808,862.5061932,941.1354253
A01_F03_C074_C_211112_1003_20S_000003.013.jpg,1920,1080,1,592.9768786,619.2857143,868.8480595,941.1354253
A01_F03_C074_C_211112_1003_20S_000003.015.jpg,1920,1080,1,589.8059455,619.2857143,860.9207267,947.4772915
A01_F03_C074_C_211112_1003_20S_000003.017.jpg,1920,1080,1,589.8059455,625.6275805,864.0916598,942.7208918
A01_F03_C074_C_211112_1003_20S_000003.018.jpg,1920,1080,1,588.2204789,617.7002477,867.2625929,939.5499587
A01_F03_C074_C_211112_1003_20S_000003.020.jpg,1920,1080,1,591.3914121,619.2857143,865.6771263,942.7208918
A01_F03_C074_C_211112_1003_20S_000003.021.jpg,1920,1080,1,589.8059455,619.2857143,867.2625929,939.5499587
A01_F03_C074_C_211112_1003_20S_000003.023.jpg,1920,1080,1,589.8059455,611.3583815,860.9207267,942.7208918
A01_F03_C074_C_211112_1003_20S_000003.024.jpg,1920,1080,1,583.4640793,622.4566474,860.9207267,939.5499587
A01_F03_C074_C_211112_1003_20S_000003.025.jpg,1920,1080,1,588.2204789,617.7002477,864.0916598,942.7208918
A01_F03_C074_C_211112_1003_20S_000003.026.jpg,1920,1080,1,591.3914121,616.1147812,860.9207267,941.1354253
A01_F03_C074_C_211112_1003_20S_000003.027.jpg,1920,1080,1,577.122213,619.2857143,860.9207267,941.1354253
A01_F03_C074_C_211112_1003_20S_000003.029.jpg,1920,1080,1,591.3914121,619.2857143,864.0916598,936.3790256
A01_F03_C074_C_211112_1003_20S_000004.001.jpg,1920,1080,1,580.2931462,614.5293146,865.6771263,941.1354253
A01_F03_C074_C_211112_1003_20S_000004.002.jpg,1920,1080,1,581.8786127,616.1147812,867.2625929,949.0627581
A01_F03_C074_C_211112_1003_20S_000004.003.jpg,1920,1080,1,577.122213,619.2857143,865.6771263,949.0627581
A01_F03_C074_C_211112_1003_20S_000004.005.jpg,1920,1080,2,583.4730539,615.4491018,866.5868263,941.6766467
A01_F03_C074_C_211112_1003_20S_000004.006.jpg,1920,1080,1,583.4640793,622.4566474,864.0916598,941.1354253
A01_F03_C074_C_211112_1003_20S_000010.010.jpg,1920,1080,1,573.9512799,609.7729149,864.0916598,941.1354253
A01_F03_C074_C_211112_1003_20S_000010.023.jpg,1920,1080,1,567.6094137,614.5293146,859.3352601,941.1354253
A01_F03_C074_C_211112_1003_20S_000010.024.jpg,1920,1080,1,564.4384806,606.6019818,860.9207267,941.1354253
A01_F03_C074_C_211112_1003_20S_000010.027.jpg,1920,1080,1,570.7803468,608.1874484,860.9207267,942.7208918
A01_F03_C074_C_211112_1003_20S_000011.000.jpg,1920,1080,1,548.583815,603.4310487,851.4079273,928.4516928
A01_F03_C074_C_211112_1003_20S_000011.001.jpg,1920,1080,1,550.1692816,605.0165153,851.4079273,928.4516928
A01_F03_C074_C_211112_1003_20S_000011.003.jpg,1920,1080,1,543.8274154,601.8455822,852.9933939,926.8662263
A01_F03_C074_C_211112_1003_20S_000011.006.jpg,1920,1080,1,545.4128819,603.4310487,852.9933939,928.4516928
A01_F03_C074_C_211112_1003_20S_000011.010.jpg,1920,1080,1,536.36,605.14,850.32996,930.55005
A01_F03_C074_C_211112_1003_20S_000011.012.jpg,1920,1080,1,532.66,605.37,851.13,930.97
A01_F03_C074_C_211112_1003_20S_000011.013.jpg,1920,1080,1,534.69,606.9,849.08997,931.48
A01_F03_C074_C_211112_1003_20S_000011.015.jpg,1920,1080,1,545.88,608.93,850.11,935.54
A01_F03_C074_C_211112_1003_20S_000011.016.jpg,1920,1080,1,545.76,608.68,849.95,933.4
A01_F03_C074_C_211112_1003_20S_000011.018.jpg,1920,1080,1,545.37,604.36,849.08997,930.45996
A01_F03_C074_C_211112_1003_20S_000011.019.jpg,1920,1080,1,545.33,607.21,849.99,931.24
A01_F03_C074_C_211112_1003_20S_000012.003.jpg,1920,1080,1,536.22,608.43,846.5499,932.5
A01_F03_C074_C_211112_1003_20S_000012.009.jpg,1920,1080,1,537.45,606.77,847.06,931.64
A01_F03_C074_C_211112_1003_20S_000012.011.jpg,1920,1080,1,536.91,605.68,845.97,929.45996
A01_F03_C074_C_211112_1003_20S_000012.012.jpg,1920,1080,1,538.25,609.95,847.57,929.95
A01_F03_C074_C_211112_1003_20S_000012.014.jpg,1920,1080,1,535.2,607.92,845.53,929.44995
A01_F03_C074_C_211112_1003_20S_000012.015.jpg,1920,1080,1,534.18,608.95,845.97,928.91003
A01_F03_C074_C_211112_1003_20S_000012.017.jpg,1920,1080,1,536.91,607.32,845.97,931.1
A01_F03_C074_C_211112_1003_20S_000012.018.jpg,1920,1080,1,538,606.23,844.88,928.92
A01_F03_C074_C_211112_1003_20S_000012.022.jpg,1920,1080,1,537.45,604.59,848.69,933.27
A01_F03_C074_C_211112_1003_20S_000012.025.jpg,1920,1080,1,539.09,599.69,848.15,930.56
A01_F03_C074_C_211112_1003_20S_000013.010.jpg,1920,1080,1,553.86,607.12,842.93994,931.07996
A01_F03_C074_C_211112_1003_20S_000013.011.jpg,1920,1080,1,549.63,603.95,844.53,930.03
A01_F03_C074_C_211112_1003_20S_000013.012.jpg,1920,1080,1,562.84,608.71,844,930.03
A01_F03_C074_C_211112_1003_20S_000013.013.jpg,1920,1080,1,565.07,603.42,845.06,930.55
A01_F03_C074_C_211112_1003_20S_000013.014.jpg,1920,1080,1,564.43,608.71,845.06,928.97003
A01_F03_C074_C_211112_1003_20S_000013.015.jpg,1920,1080,1,560.73,606.07,843.47,931.62
A01_F03_C074_C_211112_1003_20S_000013.016.jpg,1920,1080,1,571.83,605.54,844,931.08997
A01_F03_C074_C_211112_1003_20S_000013.017.jpg,1920,1080,1,569.19,606.59,849.25,929.5
A01_F03_C074_C_211112_1003_20S_000013.021.jpg,1920,1080,1,533.02,609.46,847.85,930.33
A01_F03_C074_C_211112_1003_20S_000013.024.jpg,1920,1080,1,536.42,609.24,847.69995,929.5
A01_F03_C074_C_211112_1003_20S_000013.026.jpg,1920,1080,1,535.36,610.29,846.11,930.02997
A01_F03_C074_C_211112_1003_20S_000013.027.jpg,1920,1080,1,536.42,610.29,846.64,931.07996
A01_F03_C074_C_211112_1003_20S_000013.029.jpg,1920,1080,1,538.01,608.71,846.12,931.62
A01_F03_C074_C_211112_1003_20S_000013.030.jpg,1920,1080,1,541.18,609.24,846.65,929.5
A01_F03_C074_C_211112_1003_20S_000014.000.jpg,1920,1080,1,583.46,606.07,837.13,929.51
A01_F03_C074_C_211112_1003_20S_000014.001.jpg,1920,1080,1,583.46,607.65,837.66003,927.91003
A01_F03_C074_C_211112_1003_20S_000014.002.jpg,1920,1080,1,582.4,607.12,837.13,930.03
A01_F03_C074_C_211112_1003_20S_000014.003.jpg,1920,1080,1,581.34,605.01,839.24,930.03
A01_F03_C074_C_211112_1003_20S_000014.007.jpg,1920,1080,1,583.98,606.59,838.70996,932.14
A01_F03_C074_C_211112_1003_20S_000014.008.jpg,1920,1080,1,582.93,605.54,838.72,930.02997
A01_F03_C074_C_211112_1003_20S_000014.009.jpg,1920,1080,1,582.4,601.31,838.72003,928.44
A01_F03_C074_C_211112_1003_20S_000014.010.jpg,1920,1080,1,583.02,608.93,839.94006,931.47
A01_F03_C074_C_211112_1003_20S_000014.011.jpg,1920,1080,1,583.02,601.81,839.43005,929.95
A01_F03_C074_C_211112_1003_20S_000014.012.jpg,1920,1080,1,591.84,608.68,839.99,932.02
A01_F03_C074_C_211112_1003_20S_000014.013.jpg,1920,1080,1,591.16,606.9,839.43,932.5
A01_F03_C074_C_211112_1003_20S_000014.014.jpg,1920,1080,1,589.63,608.43,838.41003,932.5
A01_F03_C074_C_211112_1003_20S_000014.015.jpg,1920,1080,1,596.32,608.95,841.06,931.64
A01_F03_C074_C_211112_1003_20S_000014.016.jpg,1920,1080,1,597.73,608.18,839.77997,928.97
A01_F03_C074_C_211112_1003_20S_000014.018.jpg,1920,1080,1,569.19,607.12,844,930.56
A01_F03_C074_C_211112_1003_20S_000014.019.jpg,1920,1080,1,575.53,603.42,841.36,932.67
A01_F03_C074_C_211112_1003_20S_000014.022.jpg,1920,1080,1,582.93,606.59,839.25,930.03
A01_F03_C074_C_211112_1003_20S_000014.023.jpg,1920,1080,1,581.87,607.65,841.36,930.56006
A01_F03_C074_C_211112_1003_20S_000014.024.jpg,1920,1080,1,581.87,607.12,840.82996,930.03
A01_F03_C074_C_211112_1003_20S_000014.025.jpg,1920,1080,1,581.87,606.07,838.72,930.56
A01_F03_C074_C_211112_1003_20S_000014.026.jpg,1920,1080,1,580.81,603.42,836.6,931.07996
A01_F03_C074_C_211112_1003_20S_000014.027.jpg,1920,1080,1,581.49,606.39,840.44,930.97
A01_F03_C074_C_211112_1003_20S_000014.028.jpg,1920,1080,1,587.09,608.43,839.43005,931.48
A01_F03_C074_C_211112_1003_20S_000014.030.jpg,1920,1080,1,586.63,610.29,838.72,928.97
A01_F03_C074_C_211112_1003_20S_000016.026.jpg,1920,1080,1,584.51,608.18,839.24,931.62
A01_F03_C074_C_211112_1003_20S_000016.027.jpg,1920,1080,1,582.93,606.59,837.66,932.14
A01_F03_C074_C_211112_1003_20S_000016.028.jpg,1920,1080,1,584.51,606.59,837.13,931.08
A01_F03_C074_C_211112_1003_20S_000016.029.jpg,1920,1080,1,576.06,611.88,837.66003,930.56
A01_F03_C074_C_211112_1003_20S_000016.030.jpg,1920,1080,1,577.11,611.35,837.66,929.5
A01_F03_C074_C_211112_1003_20S_000017.000.jpg,1920,1080,1,553.33,605.54,837.13,931.08997
A01_F03_C074_C_211112_1003_20S_000017.001.jpg,1920,1080,1,551.75,605.54,838.72,930.02997
A01_F03_C074_C_211112_1003_20S_000017.002.jpg,1920,1080,1,551.75,610.82,837.13,931.08
A01_F03_C074_C_211112_1003_20S_000017.003.jpg,1920,1080,1,551.75,608.71,839.78,931.09
A01_F03_C074_C_211112_1003_20S_000017.004.jpg,1920,1080,1,550.69,605.54,838.19,931.08997
A01_F03_C074_C_211112_1003_20S_000017.005.jpg,1920,1080,1,553.33,610.29,839.24,932.14
A01_F03_C074_C_211112_1003_20S_000017.007.jpg,1920,1080,1,546.99,606.59,838.72,934.25
A01_F03_C074_C_211112_1003_20S_000017.008.jpg,1920,1080,1,545.4,606.59,837.65,932.67004
A01_F03_C074_C_211112_1003_20S_000017.009.jpg,1920,1080,1,538.53,606.59,836.60004,934.78
A01_F03_C074_C_211112_1003_20S_000017.010.jpg,1920,1080,1,537.48,607.12,836.6,933.73
A01_F03_C074_C_211112_1003_20S_000017.011.jpg,1920,1080,1,537.48,610.29,836.6,931.61
A01_F03_C074_C_211112_1003_20S_000017.013.jpg,1920,1080,1,533.25,605.54,832.37,931.62
A01_F03_C074_C_211112_1003_20S_000017.016.jpg,1920,1080,1,551.22,605.54,836.07996,930.02997
A01_F03_C074_C_211112_1003_20S_000017.019.jpg,1920,1080,1,551.75,607.12,835.55,930.03
A01_F03_C074_C_211112_1003_20S_000017.020.jpg,1920,1080,1,552.27,605.01,835.01,927.92004
A01_F03_C074_C_211112_1003_20S_000017.021.jpg,1920,1080,1,551.75,607.12,835.02,928.97
A01_F03_C074_C_211112_1003_20S_000017.022.jpg,1920,1080,1,551.75,608.18,836.61,929.5
A01_F03_C074_C_211112_1003_20S_000017.024.jpg,1920,1080,1,553.33,607.65,836.07,929.5
A01_F03_C074_C_211112_1003_20S_000017.025.jpg,1920,1080,1,550.16,608.18,836.06995,932.14
A01_F03_C074_C_211112_1003_20S_000017.026.jpg,1920,1080,1,551.75,607.12,835.55,929.5
A01_F03_C074_C_211112_1003_20S_000017.027.jpg,1920,1080,1,552.8,609.24,835.01,930.03
A01_F03_C074_C_211112_1003_20S_000017.028.jpg,1920,1080,1,549.63,606.07,837.66003,929.51
A01_F03_C074_C_211112_1003_20S_000017.030.jpg,1920,1080,1,554.92,608.18,836.07996,931.08997
A01_F03_C074_C_211112_1003_20S_000018.012.jpg,1920,1080,1,472.47,592.32,772.12,914.7
A01_F03_C074_C_211112_1003_20S_000018.015.jpg,1920,1080,1,533.78,604.48,833.43005,931.08997
A01_F03_C074_C_211112_1003_20S_000018.018.jpg,1920,1080,1,533.78,609.24,828.15,930.03
A01_F03_C074_C_211112_1003_20S_000018.028.jpg,1920,1080,1,515.28,599.19,823.39,928.97
A01_F03_C074_C_211112_1003_20S_000018.030.jpg,1920,1080,1,518.58,599.46,823.12,929.77
A01_F03_C074_C_211112_1003_20S_000019.002.jpg,1920,1080,1,468.77,589.68,780.05,896.45996
A01_F03_C074_C_211112_1003_20S_000019.015.jpg,1920,1080,1,467.72,592.32,771.6,914.7
A01_F03_C074_C_211112_1003_20S_000019.017.jpg,1920,1080,1,468.54,593.58,770.87,912.86
A01_F03_C074_C_211112_1003_20S_000019.020.jpg,1920,1080,1,468.77,594.97,772.12,895.67993
A01_F03_C074_C_211112_1003_20S_000019.021.jpg,1920,1080,1,470.89,591.27,774.77,897.27
A01_F03_C074_C_211112_1003_20S_000019.023.jpg,1920,1080,1,469.96,588.79,774.18,884.39996
A01_F03_C074_C_211112_1003_20S_000019.024.jpg,1920,1080,1,468.53,589.51,776.32996,882.96
A01_F03_C074_C_211112_1003_20S_000019.027.jpg,1920,1080,1,467.09,590.95,777.76,885.12
A01_F03_C074_C_211112_1003_20S_000019.029.jpg,1920,1080,1,467.09,594.53,779.19995,883.68005
A01_F03_C074_C_211112_1003_20S_000019.030.jpg,1920,1080,1,469.3,590.74,778.99,914.18
A01_F03_C074_C_211112_1004_10S_000002.011.jpg,1920,1080,1,870.95,444.35,1136.25,695.38
A01_F03_C074_C_211112_1004_10S_000003.009.jpg,1920,1080,1,869.9,444.35,1133.0901,694.85
A01_F03_C074_C_211112_1004_10S_000003.010.jpg,1920,1080,1,873.07,445.4,1134.14,696.95996
A01_F03_C074_C_211112_1004_10S_000003.012.jpg,1920,1080,1,870.95,444.88,1135.72,694.86
A01_F03_C074_C_211112_1004_10S_000003.015.jpg,1920,1080,1,870.43,441.71,1133.62,696.97
A01_F03_C074_C_211112_1004_10S_000003.016.jpg,1920,1080,1,872.01,440.65,1132.03,696.97
A01_F03_C074_C_211112_1004_10S_000003.017.jpg,1920,1080,1,870.95,440.65,1132.55,699.07996
A01_F03_C074_C_211112_1004_10S_000003.018.jpg,1920,1080,1,869.9,439.59,1134.14,695.91003
A01_F03_C074_C_211112_1004_10S_000003.020.jpg,1920,1080,1,869.82,441.6,1133.88,694.18
A01_F03_C074_C_211112_1004_10S_000003.021.jpg,1920,1080,1,869.9,440.65,1132.03,695.91
A01_F03_C074_C_211112_1004_10S_000003.022.jpg,1920,1080,1,869.9,441.71,1134.67,695.91
A01_F03_C074_C_211112_1004_10S_000003.023.jpg,1920,1080,1,869.9,443.29,1133.62,696.96
A01_F03_C074_C_211112_1004_10S_000003.024.jpg,1920,1080,1,870.43,442.23,1131.5,694.85
A01_F03_C074_C_211112_1004_10S_000003.025.jpg,1920,1080,1,871.48,442.23,1133.61,694.32
A01_F03_C074_C_211112_1004_10S_000003.026.jpg,1920,1080,1,872.01,442.23,1133.61,693.26
A01_F03_C074_C_211112_1004_10S_000003.028.jpg,1920,1080,1,867.25,444.35,1134.14,696.97
A01_F03_C074_C_211112_1004_10S_000003.029.jpg,1920,1080,1,869.37,442.76,1134.6699,697.49
A01_F03_C074_C_211112_1004_10S_000004.000.jpg,1920,1080,1,870.95,444.35,1132.55,695.38
A01_F03_C074_C_211112_1004_10S_000004.002.jpg,1920,1080,1,869.9,444.35,1132.03,694.85
A01_F03_C074_C_211112_1004_10S_000004.003.jpg,1920,1080,1,869.37,443.29,1133.61,695.38
A01_F03_C074_C_211112_1004_10S_000004.007.jpg,1920,1080,1,870.31,442.05,1134.1799,694.58997
A01_F03_C074_C_211112_1004_10S_000004.008.jpg,1920,1080,1,869.9,443.82,1133.0901,695.38
A01_F03_C074_C_211112_1004_10S_000004.009.jpg,1920,1080,1,869.9,445.4,1132.03,695.38
A01_F03_C074_C_211112_1004_10S_000004.012.jpg,1920,1080,1,869.37,442.76,1135.2,696.96
A01_F03_C074_C_211112_1004_10S_000005.027.jpg,1920,1080,1,870.88,444.31,1142.67,695.72
A01_F03_C074_C_211112_1004_10S_000005.030.jpg,1920,1080,1,870.95,443.29,1151.5801,695.91003
A01_F03_C074_C_211112_1004_10S_000006.001.jpg,1920,1080,1,869.9,444.35,1143.13,695.38
A01_F03_C074_C_211112_1004_10S_000006.005.jpg,1920,1080,1,879.41,445.4,1157.3999,695.9
A01_F03_C074_C_211112_1004_10S_000006.007.jpg,1920,1080,1,875.18,444.88,1155.81,699.08
A01_F03_C074_C_211112_1004_10S_000006.008.jpg,1920,1080,1,915.88,447.52,1161.1,696.97
A01_F03_C074_C_211112_1004_10S_000006.010.jpg,1920,1080,1,913.23,448.05,1161.09,694.85
A01_F03_C074_C_211112_1004_10S_000006.011.jpg,1920,1080,1,885.75,448.58,1163.21,695.91
A01_F03_C074_C_211112_1004_10S_000006.013.jpg,1920,1080,1,886.28,449.1,1162.68,696.96
A01_F03_C074_C_211112_1004_10S_000006.016.jpg,1920,1080,1,887.87,446.99,1164.8,698.02
A01_F03_C074_C_211112_1004_10S_000006.017.jpg,1920,1080,1,891.04,448.58,1164.8,626.15
A01_F03_C074_C_211112_1004_10S_000006.019.jpg,1920,1080,1,889.45,449.1,1164.26,626.14
A01_F03_C074_C_211112_1004_10S_000006.021.jpg,1920,1080,1,893.15,450.16,1163.74,608.71
A01_F03_C074_C_211112_1004_10S_000006.025.jpg,1920,1080,1,868.18,448.7,1164.5,673.95
A01_F03_C074_C_211112_1004_10S_000006.029.jpg,1920,1080,1,869.9,444.35,1141.54,695.91003
A01_F03_C074_C_211112_1004_10S_000006.030.jpg,1920,1080,1,871.48,444.35,1143.12,694.85
A01_F03_C074_C_211112_1004_10S_000007.003.jpg,1920,1080,1,869.29,449.42,1167.8999,683
A01_F03_C074_C_211112_1004_10S_000007.005.jpg,1920,1080,1,873.59,451.7,1171.5701,692.99
A01_F03_C074_C_211112_1005_20S_000005.007.jpg,1920,1080,1,1005.28,517.36,1268.81,745.79
A01_F03_C074_C_211112_1005_20S_000005.009.jpg,1920,1080,1,1006.3,514.82,1268.3,744.26
A01_F03_C074_C_211112_1005_20S_000005.010.jpg,1920,1080,1,1008.33,513.8,1272.37,745.27997
A01_F03_C074_C_211112_1005_20S_000005.012.jpg,1920,1080,1,1009.35,512.78,1271.35,746.80005
A01_F03_C074_C_211112_1005_20S_000005.013.jpg,1920,1080,1,1014.44,514.31,1273.39,745.79
A01_F03_C074_C_211112_1005_20S_000005.016.jpg,1920,1080,1,1014.94,515.33,1273.89,746.30005
A01_F03_C074_C_211112_1005_20S_000005.018.jpg,1920,1080,1,1015.96,515.83,1272.88,747.31
A01_F03_C074_C_211112_1005_20S_000005.019.jpg,1920,1080,1,1016.47,514.31,1273.89,746.3
A01_F03_C074_C_211112_1005_20S_000005.021.jpg,1920,1080,1,1018.51,514.31,1273.39,746.81
A01_F03_C074_C_211112_1005_20S_000005.022.jpg,1920,1080,1,1017.69,514.05,1275.3201,742.98
A01_F03_C074_C_211112_1005_20S_000005.024.jpg,1920,1080,1,1019.01,514.31,1275.42,743.75
A01_F03_C074_C_211112_1005_20S_000005.028.jpg,1920,1080,1,985.95,516.34,1260.67,746.29004
A01_F03_C074_C_211112_1005_20S_000005.029.jpg,1920,1080,1,986.6,517.38,1259.14,747.95
A01_F03_C074_C_211112_1005_20S_000005.030.jpg,1920,1080,1,987.47,516.85,1259.14,748.83997
A01_F03_C074_C_211112_1005_20S_000006.003.jpg,1920,1080,1,1042.71,515.17,1273.13,751.93
A01_F03_C074_C_211112_1005_20S_000006.005.jpg,1920,1080,1,1043.24,516.22,1272.08,751.39996
A01_F03_C074_C_211112_1005_20S_000006.006.jpg,1920,1080,1,1044.3,514.11,1272.0801,754.57
A01_F03_C074_C_211112_1005_20S_000006.008.jpg,1920,1080,1,1042.18,515.69,1273.66,754.57
A01_F03_C074_C_211112_1005_20S_000006.011.jpg,1920,1080,1,1044.83,515.17,1274.19,754.57996
A01_F03_C074_C_211112_1005_20S_000007.001.jpg,1920,1080,1,1043.77,514.64,1269.43,748.23
A01_F03_C074_C_211112_1005_20S_000007.002.jpg,1920,1080,1,1045.88,513.58,1271.02,749.29004
A01_F03_C074_C_211112_1005_20S_000007.004.jpg,1920,1080,1,1046.94,515.17,1271.5499,748.76
A01_F03_C074_C_211112_1005_20S_000007.005.jpg,1920,1080,1,1046.94,514.64,1272.08,746.65
A01_F03_C074_C_211112_1005_20S_000007.007.jpg,1920,1080,1,1046.41,515.17,1268.9,748.23
A01_F03_C074_C_211112_1005_20S_000007.008.jpg,1920,1080,1,1043.77,513.05,1269.96,747.69995
A01_F03_C074_C_211112_1005_20S_000007.010.jpg,1920,1080,1,1043.24,515.17,1270.49,744.01
A01_F03_C074_C_211112_1005_20S_000007.011.jpg,1920,1080,1,1044.3,513.58,1268.91,745.06
A01_F03_C074_C_211112_1005_20S_000007.013.jpg,1920,1080,1,1044.83,514.11,1268.38,747.69995
A01_F03_C074_C_211112_1005_20S_000007.014.jpg,1920,1080,1,1046.41,514.64,1266.79,747.7
A01_F03_C074_C_211112_1005_20S_000007.016.jpg,1920,1080,1,1045.83,516.52,1268.38,749.64
A01_F03_C074_C_211112_1005_20S_000007.017.jpg,1920,1080,1,1045.88,515.17,1265.2,747.18
A01_F03_C074_C_211112_1005_20S_000007.019.jpg,1920,1080,1,1045.83,515.93,1267.7999,744.94
A01_F03_C074_C_211112_1005_20S_000007.020.jpg,1920,1080,1,1046.41,515.69,1264.15,744
A01_F03_C074_C_211112_1005_20S_000007.022.jpg,1920,1080,1,1047.47,516.22,1263.62,746.11
A01_F03_C074_C_211112_1005_20S_000007.027.jpg,1920,1080,1,1044.83,514.64,1269.97,750.87
A01_F03_C074_C_211112_1005_20S_000007.029.jpg,1920,1080,1,1046.94,516.22,1270.49,750.33997
A01_F03_C074_C_211112_1005_20S_000007.030.jpg,1920,1080,1,1045.88,516.22,1271.54,747.17
A01_F03_C074_C_211112_1005_20S_000008.003.jpg,1920,1080,1,1045.88,514.64,1262.56,744.53
A01_F03_C074_C_211112_1005_20S_000008.004.jpg,1920,1080,1,1045.36,515.69,1262.57,745.58
A01_F03_C074_C_211112_1005_20S_000008.006.jpg,1920,1080,1,1047.47,513.58,1261.51,743.47003
A01_F03_C074_C_211112_1005_20S_000008.007.jpg,1920,1080,1,1045.36,516.75,1262.57,745.58997
A01_F03_C074_C_211112_1005_20S_000008.009.jpg,1920,1080,1,1047.47,516.22,1262.5599,744
A01_F03_C074_C_211112_1005_20S_000008.010.jpg,1920,1080,1,1049.591247,514.6449216,1255.701899,744.5375723
A01_F03_C074_C_211112_1005_20S_000008.012.jpg,1920,1080,1,1048.00578,513.059455,1260.458299,739.7811726
A01_F03_C074_C_211112_1005_20S_000008.013.jpg,1920,1080,1,1048.00578,514.6449216,1257.287366,742.9521057
A01_F03_C074_C_211112_1005_20S_000008.015.jpg,1920,1080,1,1054.347647,517.8158547,1257.287366,746.1230388
A01_F03_C074_C_211112_1005_20S_000008.016.jpg,1920,1080,1,1048.00578,516.2303881,1260.458299,738.195706
A01_F03_C074_C_211112_1005_20S_000008.017.jpg,1920,1080,1,1046.420314,513.059455,1257.287366,739.7811726
A01_F03_C074_C_211112_1005_20S_000008.019.jpg,1920,1080,1,1048.00578,513.059455,1254.116433,742.9521057
A01_F03_C074_C_211112_1005_20S_000008.021.jpg,1920,1080,1,1048.00578,516.2303881,1257.287366,742.9521057
A01_F03_C074_C_211112_1005_20S_000008.022.jpg,1920,1080,1,1048.00578,519.4013212,1255.701899,744.5375723
A01_F03_C074_C_211112_1005_20S_000008.025.jpg,1920,1080,1,1051.176713,513.059455,1263.629232,741.3666391
A01_F03_C074_C_211112_1005_20S_000008.027.jpg,1920,1080,1,1052.76218,516.2303881,1263.629232,738.195706
A01_F03_C074_C_211112_1005_20S_000008.029.jpg,1920,1080,1,1043.249381,516.2303881,1260.458299,742.9521057
A01_F03_C074_C_211112_1005_20S_000008.030.jpg,1920,1080,1,1049.591247,516.2303881,1262.043765,749.2939719
A01_F03_C074_C_211112_1005_20S_000009.000.jpg,1920,1080,1,1043.249381,516.2303881,1255.701899,744.5375723
A01_F03_C074_C_211112_1005_20S_000009.002.jpg,1920,1080,1,1051.176713,513.059455,1255.701899,741.3666391
A01_F03_C074_C_211112_1005_20S_000009.003.jpg,1920,1080,1,1055.933113,516.2303881,1254.116433,742.9521057
A01_F03_C074_C_211112_1005_20S_000009.006.jpg,1920,1080,1,1051.176713,513.059455,1250.9455,739.7811726
A01_F03_C074_C_211112_1005_20S_000009.009.jpg,1920,1080,1,1052.76218,516.2303881,1257.287366,739.7811726
A01_F03_C074_C_211112_1005_20S_000009.012.jpg,1920,1080,1,1048.00578,517.8158547,1250.9455,742.9521057
A01_F03_C074_C_211112_1005_20S_000009.015.jpg,1920,1080,1,1052.76218,514.6449216,1252.530966,744.5375723
A01_F03_C074_C_211112_1005_20S_000009.017.jpg,1920,1080,1,1044.834847,516.2303881,1252.530966,746.1230388
A01_F03_C074_C_211112_1005_20S_000009.018.jpg,1920,1080,1,1049.591247,516.2303881,1254.116433,744.5375723
A01_F03_C074_C_211112_1005_20S_000009.020.jpg,1920,1080,1,1051.176713,516.2303881,1250.9455,742.9521057
A01_F03_C074_C_211112_1005_20S_000009.024.jpg,1920,1080,1,1051.176713,516.2303881,1252.530966,741.3666391
A01_F03_C074_C_211112_1005_20S_000009.027.jpg,1920,1080,1,1051.176713,511.4739884,1254.116433,746.1230388
A01_F03_C074_C_211112_1005_20S_000009.028.jpg,1920,1080,1,1052.76218,514.6449216,1254.116433,749.2939719
A01_F03_C074_C_211112_1005_20S_000009.030.jpg,1920,1080,1,1044.834847,516.2303881,1252.530966,746.1230388
A01_F03_C074_C_211112_1005_20S_000010.001.jpg,1920,1080,1,1044.834847,513.059455,1249.360033,742.9521057
A01_F03_C074_C_211112_1005_20S_000010.002.jpg,1920,1080,1,1046.420314,516.2303881,1250.9455,744.5375723
A01_F03_C074_C_211112_1005_20S_000010.023.jpg,1920,1080,1,1043.249381,516.2303881,1250.9455,744.5375723
A01_F03_C074_C_211112_1005_20S_000010.027.jpg,1920,1080,1,1055.933113,516.2303881,1252.530966,739.7811726
